-4.17752 86.6265 0 
-4.08479 86.9151 0 
-3.99207 87.6922 0 
-3.89934 88.557 0 
-3.80662 89.4823 0 
-3.71389 90.47 0 
-3.62116 91.6021 0 
-3.52844 92.798 0 
-3.43571 93.7631 0 
-3.34299 94.4114 0 
-3.25026 94.7939 1.08122e-05 
-3.15753 94.7907 4.31309e-05 
-3.06481 94.6136 7.55357e-05 
-2.97208 94.1926 0.000356144 
-2.87935 93.5093 0.00113354 
-2.78663 92.3634 0.00338987 
-2.6939 90.7479 0.00866931 
-2.60118 88.4516 0.0204588 
-2.50845 85.3894 0.046998 
-2.41572 81.6364 0.0955546 
-2.323 77.1733 0.191604 
-2.23027 71.8563 0.3703 
-2.13755 66.0768 0.683916 
-2.04482 59.9546 1.1856 
-1.95209 53.8617 1.96604 
-1.85937 47.7621 3.12746 
-1.76664 41.7916 4.79479 
-1.67391 35.7301 7.1359 
-1.58119 29.8043 10.1756 
-1.48846 24.0586 13.6467 
-1.39574 18.8264 17.4132 
-1.30301 14.2738 21.2181 
-1.21028 10.4333 24.7538 
-1.11756 7.2652 27.6964 
-1.02483 4.86032 29.9731 
-0.93211 3.16366 31.522 
-0.83938 1.9972 32.3295 
-0.74665 1.22096 32.5569 
-0.65393 0.712324 32.2741 
-0.5612 0.396128 31.558 
-0.46848 0.205249 30.4139 
-0.37575 0.102188 28.9615 
-0.28302 0.0428848 27.3475 
-0.1903 0.0169859 25.7407 
-0.09757 0.00701826 24.3938 
-0.00484 0.00309826 23.6929 
0.08788 0.00315252 23.6634 
0.18061 0.00691962 24.3548 
0.27333 0.0162934 25.5924 
0.36606 0.0361238 27.081 
0.45879 0.0853292 28.6651 
0.55151 0.183572 30.0432 
0.64424 0.367799 31.2148 
0.73696 0.661893 32.085 
0.82969 1.10834 32.569 
0.92242 1.78584 32.5352 
1.01514 2.78205 31.9194 
1.10787 4.22825 30.622 
1.2006 6.29416 28.5729 
1.29332 9.24291 25.7273 
1.38605 12.9795 22.3163 
1.47877 17.4082 18.5564 
1.5715 22.5102 14.7515 
1.66423 28.1451 11.2169 
1.75695 34.1315 7.99055 
1.84968 40.24 5.44194 
1.9424 46.4351 3.57642 
2.03513 52.5707 2.26183 
2.12786 58.6916 1.35378 
2.22058 64.6858 0.779156 
2.31331 70.4144 0.4273 
2.40603 75.6369 0.223353 
2.49876 80.2524 0.111606 
2.59149 84.2045 0.0517583 
2.68421 87.4268 0.0228788 
2.77694 89.9508 0.00901392 
2.86967 91.8149 0.00320688 
2.96239 93.0856 0.00141439 
3.05512 94.0015 0.000507412 
3.14784 94.485 0.000248541 
3.24057 94.8246 7.55709e-05 
3.3333 94.9151 0 
3.42602 95.0704 0 
3.51875 95.1068 0 
3.61147 95.1204 0 
3.7042 95.0952 0 
3.79693 95.0859 0 
3.88965 95.1515 0 
3.98238 95.0568 0 
4.07511 94.8173 0 
4.16783 94.5108 0 
4.26056 93.8479 0 
4.35328 92.9207 0 
4.44601 91.728 0 
4.53874 90.7594 0 
4.63146 89.9231 0 
4.72419 88.9686 0 
4.81691 87.9975 0 
4.90964 87.0951 0 
5.00237 86.2541 0 
