-4.24446 90.2776 0 
-4.15638 90.598 0 
-4.0683 92.0609 0 
-3.98023 93.4925 0 
-3.89215 94.8976 0 
-3.80407 95.9411 0 
-3.71599 96.6094 0 
-3.62791 97.4002 0 
-3.53984 97.8881 0 
-3.45176 97.9576 0 
-3.36368 98.0472 0 
-3.2756 97.9794 0 
-3.18752 97.8993 0 
-3.09944 97.7338 8.77293e-05 
-3.01137 97.2094 0.000262989 
-2.92329 96.5654 0.000964732 
-2.83521 95.8731 0.0033299 
-2.74713 94.5356 0.0101654 
-2.65905 92.4569 0.0309321 
-2.57098 89.7094 0.0881361 
-2.4829 85.9473 0.181513 
-2.39482 81.5746 0.349428 
-2.30674 76.3643 0.591625 
-2.21866 70.9475 0.970519 
-2.13059 65.0684 1.43472 
-2.04251 58.6874 2.18531 
-1.95443 52.0896 3.28971 
-1.86635 45.2376 4.83068 
-1.77827 38.4407 6.79758 
-1.6902 31.7956 9.41694 
-1.60212 25.1694 12.3935 
-1.51404 19.3498 15.8041 
-1.42596 14.4079 19.3485 
-1.33788 10.4004 22.7307 
-1.2498 7.27105 25.4718 
-1.16173 5.01856 27.6586 
-1.07365 3.31389 29.4686 
-0.98557 2.05944 30.7266 
-0.89749 1.19209 31.3047 
-0.80941 0.653569 31.1113 
-0.72134 0.348785 30.5768 
-0.63326 0.164562 29.5252 
-0.54518 0.0687936 28.185 
-0.4571 0.0279563 26.8355 
-0.36902 0.00989914 25.6869 
-0.28095 0.00499302 25.1834 
-0.19287 0.00481581 25.3383 
-0.10479 0.00883993 25.8816 
-0.01671 0.0171633 26.8983 
0.07137 0.035566 28.2356 
0.15944 0.0898775 29.4656 
0.24752 0.170564 30.6012 
0.3356 0.331248 31.4312 
0.42368 0.627142 31.6029 
0.51176 1.09272 31.5159 
0.59984 1.83874 30.9822 
0.68791 3.04974 29.8044 
0.77599 4.86786 27.8639 
0.86407 7.5149 25.195 
0.95215 11.0418 22.0312 
1.04023 15.8201 18.4953 
1.1283 21.4398 14.6906 
1.21638 27.8726 11.1079 
1.30446 34.8601 7.69659 
1.39254 41.8615 5.06433 
1.48062 49.1343 3.1194 
1.56869 56.1451 1.83402 
1.65677 62.975 1.04038 
1.74485 69.4706 0.560268 
1.83293 75.529 0.289017 
1.92101 81.034 0.151817 
2.00908 85.6354 0.0743777 
2.09716 89.4915 0.037311 
2.18524 92.3503 0.0190098 
2.27332 94.5991 0.00946011 
2.3614 95.9817 0.00534556 
2.44948 96.9205 0.00455482 
2.53755 97.4998 0.00262936 
2.62563 97.7891 0.00148941 
2.71371 97.9068 0.000875647 
2.80179 98.1812 0.000263017 
2.88987 98.1305 8.76091e-05 
2.97794 98.1153 0 
3.06602 98.3328 0 
3.1541 98.1611 0 
3.24218 98.0948 0 
3.33026 98.1063 0 
3.41833 98.2528 0 
3.50641 98.0253 0 
3.59449 98.3032 0 
3.68257 98.1179 0 
3.77065 98.1526 0 
3.85872 97.8816 0 
3.9468 97.2886 0 
4.03488 96.3995 0 
4.12296 94.7305 0 
4.21104 92.9543 0 
4.29912 91.5547 0 
4.38719 90.4412 0 
4.47527 89.6853 0 
